rowid,kepid,kepoi_name,kepler_name,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
683,6936909,K01363.01,Kepler-291 b,3.5465318089999998,0.02022,1.31379,2.18,0.0469,1212.0,510.26,9.56,2,5993.0,4.489,0.07,0.986,1.093
684,6936909,K01363.02,Kepler-291 c,5.70070626,0.018897,5.04029,2.03,0.0644,1035.0,270.62,20.53,2,5993.0,4.489,0.07,0.986,1.093
685,6962977,K01364.01,Kepler-292 f,20.8341497,0.025636000000000003,1.8434099999999998,2.26,0.1389,563.0,23.82,34.84,5,5296.0,4.538,-0.1,0.808,0.821
686,6962977,K01364.02,Kepler-292 d,7.0556584,0.024103,1.97547,2.13,0.0675,808.0,100.88,17.32,5,5296.0,4.538,-0.1,0.808,0.821
687,11176127,K01430.01,Kepler-298 b,10.47548084,0.031572,3.56808,2.11,0.0811,540.0,20.15,27.5,3,4463.0,4.677,-0.24,0.611,0.662
688,11176127,K01430.02,Kepler-298 c,22.92886314,0.03117,5.72734,2.08,0.1367,416.0,7.09,54.2,3,4463.0,4.677,-0.24,0.611,0.662
691,11014932,K01432.01,Kepler-299 c,6.88595222,0.024611,0.045860000000000005,2.68,0.0685,946.0,189.35,4.86,4,5616.0,4.394,-0.02,0.999,0.903
694,8030148,K00155.01,Kepler-474 b,5.6606694289999995,0.025330000000000002,0.35934,3.24,0.0606,1115.0,365.53,8.47,1,5746.0,4.266,-0.08,1.173,0.927
696,6693640,K01245.01,Kepler-798 b,13.71938426,0.016377000000000003,0.7044199999999999,1.98,0.1174,864.0,131.94,19.137,1,6387.0,4.41,-0.12,1.105,1.145
697,10858691,K01306.04,Kepler-286 e,29.2214959,0.019962,1.0861299999999998,1.81,0.1723,539.0,20.03,36.6,4,5576.0,4.503,-0.36,0.829,0.8
698,10973814,K01307.01,Kepler-287 c,44.8520997,0.028610000000000003,2.15312,3.35,0.2409,513.0,16.35,61.2,2,5514.0,4.345,0.16,1.071,0.926
699,10973814,K01307.02,Kepler-287 b,20.34237838,0.024633000000000002,3.01493,2.88,0.1422,667.0,46.93,40.4,2,5514.0,4.345,0.16,1.071,0.926
700,6541920,K00157.05,Kepler-11 g,118.3786735,0.029761000000000003,1.24871,3.4,0.4596,376.0,4.75,97.44,6,5657.0,4.364,0.0,1.046,0.921
701,10586208,K01308.01,Kepler-811 b,23.58444746,0.020294,0.45557,3.0,0.1583,730.0,66.96,23.75,1,5655.0,4.152,0.0,1.354,0.947
702,6962977,K01364.03,Kepler-292 e,11.97884409,0.023868,2.0403700000000002,2.11,0.096,678.0,49.87,24.92,5,5296.0,4.538,-0.1,0.808,0.821
703,6962977,K01364.04,Kepler-292 c,3.71545593,0.016569999999999998,1.67835,1.46,0.044,1001.0,237.42,10.7,5,5296.0,4.538,-0.1,0.808,0.821
704,6962977,K01364.05,Kepler-292 b,2.58083264,0.014804,2.14949,1.31,0.0345,1130.0,386.18,9.11,5,5296.0,4.538,-0.1,0.808,0.821
706,6932987,K01366.01,Kepler-293 b,19.25404023,0.029606999999999998,1.0701,3.04,0.1424,657.0,44.17,27.58,2,5798.0,4.507,0.1,0.941,1.038
707,11014932,K01432.02,Kepler-299 d,15.0549356,0.014644999999999998,1.02421,1.6,0.1154,729.0,66.72,23.07,4,5616.0,4.394,-0.02,0.999,0.903
708,11014932,K01432.03,Kepler-299 b,2.92721119,0.011806,1.55719,1.29,0.0387,1258.0,593.23,8.902,4,5616.0,4.394,-0.02,0.999,0.903
709,11014932,K01432.04,Kepler-299 e,38.2856338,0.01626,1.2039799999999998,1.77,0.2149,534.0,19.24,45.4,4,5616.0,4.394,-0.02,0.999,0.903
710,11288505,K01433.01,Kepler-846 b,19.80787763,0.022635,4.32351,2.08,0.1399,624.0,35.89,44.76,1,5775.0,4.558,-0.22,0.84,0.934
711,11493431,K01434.01,Kepler-847 b,2.343230566,0.013859999999999999,2.42571,1.18,0.0315,1054.0,292.31,8.896,1,4798.0,4.533,0.16,0.782,0.761
718,10854768,K01309.01,Kepler-812 b,10.1171684,0.015702,0.77147,3.07,0.1024,1163.0,433.41,16.1,1,6306.0,4.077,0.24,1.792,1.399
719,10964440,K01310.01,Kepler-813 b,19.12947603,0.022649000000000002,0.43831000000000003,4.23,0.1439,817.0,105.25,20.4,2,5372.0,4.007,0.46,1.71,1.084
721,10963242,K01312.01,Kepler-814 b,6.1469956,0.014447,1.4741600000000001,2.04,0.0695,1164.0,433.72,14.33,2,6110.0,4.285,0.16,1.296,1.185
723,6932987,K01366.02,Kepler-293 c,54.1558384,0.03773,0.5312399999999999,3.88,0.2838,466.0,11.12,43.5,2,5798.0,4.507,0.1,0.941,1.038
724,8191672,K00018.01,Kepler-5 b,3.5484654460000002,0.07827200000000001,0.3962,14.92,0.05,1640.0,1708.28,6.4128,1,6290.0,4.074,0.04,1.746,1.319
725,6851425,K00163.01,Kepler-477 b,11.1199028,0.024835,0.94776,2.08,0.0911,649.0,42.07,18.37,1,5078.0,4.581,0.0,0.766,0.816
726,6934291,K01367.01,Kepler-828 b,0.567856484,0.016679,4.12097,1.55,0.0125,1848.0,2760.23,4.126,1,5073.0,4.4830000000000005,0.14,0.853,0.806
729,11037335,K01435.01,Kepler-300 c,40.7150498,0.022834,0.27742,2.2,0.2293,516.0,16.76,29.0,2,5968.0,4.534,-0.26,0.881,0.97
730,11037335,K01435.02,Kepler-300 b,10.44635944,0.022657,0.15972999999999998,2.18,0.0926,812.0,102.77,9.73,2,5968.0,4.534,-0.26,0.881,0.97
731,11389771,K01436.01,Kepler-301 b,2.508553286,0.013262000000000001,1.9036099999999998,1.28,0.0355,1278.0,629.8,8.587,3,5814.0,4.523,-0.18,0.881,0.944
732,11389771,K01436.02,Kepler-301 d,13.75129636,0.017230000000000002,1.7510400000000002,1.66,0.1103,725.0,65.24,25.96,3,5814.0,4.523,-0.18,0.881,0.944
735,10925104,K00156.01,Kepler-114 c,8.041347775,0.02196,3.5914900000000003,1.29,0.0648,507.0,15.59,23.07,3,3980.0,4.7219999999999995,-0.2,0.54,0.56
739,10585852,K01314.01,Kepler-815 b,8.57504983,0.01127,0.11369000000000001,4.26,0.0888,1374.0,841.68,7.617,1,4986.0,3.4619999999999997,-0.04,3.464,1.268
743,6541920,K00157.06,Kepler-11 b,10.30401132,0.016083,1.21036,1.84,0.0903,849.0,122.98,18.939,6,5657.0,4.364,0.0,1.046,0.921
746,6924203,K01370.01,Kepler-829 b,6.8833761,0.019546,5.220619999999999,1.69,0.0678,857.0,127.67,23.559,1,5679.0,4.581,-0.32,0.794,0.886
751,11389771,K01436.03,Kepler-301 c,5.41908491,0.014334,2.29051,1.38,0.0593,989.0,225.71,15.26,3,5814.0,4.523,-0.18,0.881,0.944
753,11193263,K01438.01,Kepler-848 b,6.91134223,0.01292,0.30165,1.9,0.072,1086.0,328.65,9.13,1,5685.0,4.194,0.24,1.35,1.039
754,11027624,K01439.01,Kepler-849 b,394.6249514,0.041298,0.22746999999999998,7.79,1.1088,325.0,2.65,123.3,1,5910.0,4.03,0.14,1.727,1.164
755,11032227,K01440.01,Kepler-850 b,7.19304935,0.014669,1.60453,1.59,0.0744,995.0,232.36,16.37,1,6185.0,4.4719999999999995,-0.18,0.991,1.06
756,8751933,K01257.01,Kepler-420 b,86.64764448,0.07685,12.03473,9.4,0.3786,419.0,7.28,168.41,1,5522.0,4.323,0.26,1.12,0.963
757,8630788,K01258.01,Kepler-281 c,36.33750453,0.054879,0.24809,5.3,0.2137,513.0,16.36,25.87,3,5717.0,4.538,0.0,0.884,0.984
758,8630788,K01258.02,Kepler-281 b,14.64613058,0.022987,0.42172,2.22,0.1166,694.0,54.95,16.85,3,5717.0,4.538,0.0,0.884,0.984
763,4164994,K01320.01,Kepler-816 b,10.50682978,0.105491,1.7885900000000001,9.01,0.0895,668.0,47.21,21.85,1,5127.0,4.5889999999999995,0.12,0.782,0.872
769,7211469,K01377.01,Kepler-830 b,11.29689442,0.013526,0.47935,1.74,0.1033,907.0,160.18,14.79,1,6096.0,4.3580000000000005,0.14,1.176,1.155
772,7831264,K00171.01,Kepler-116 b,5.9687240479999994,0.020737000000000002,1.06053,3.26,0.067,1251.0,579.9,12.593,2,6122.0,4.173,0.02,1.439,1.123
774,7532973,K01450.01,Kepler-854 b,2.1446322380000002,0.41534899999999997,0.04677,59.19,0.0334,1736.0,2146.82,2.249,1,6296.0,4.24,-0.16,1.305,1.076
778,8678594,K01261.01,Kepler-799 b,133.460999,0.064443,0.82029,11.21,0.5167,433.0,8.29,91.8,2,5588.0,4.047,0.14,1.593,1.031
779,10925104,K00156.02,Kepler-114 b,5.188563677,0.017039,3.31186,1.0,0.0484,586.0,27.95,16.77,3,3980.0,4.7219999999999995,-0.2,0.54,0.56
783,4076098,K01323.01,Kepler-817 b,3.9901059080000003,0.074711,1.78404,7.45,0.0493,1124.0,378.53,11.45,1,5926.0,4.519,-0.12,0.913,1.004
785,4282872,K01325.01,Kepler-818 b,10.035381809,0.048570999999999996,2.45043,4.42,0.0886,786.0,90.33,23.541,1,5813.0,4.561,-0.28,0.833,0.925
790,7211221,K01379.01,Kepler-831 b,5.62154315,0.013022,1.11153,1.37,0.0603,992.0,229.04,12.29,1,5637.0,4.439,0.0,0.96,0.924
794,11356260,K01441.01,Kepler-851 b,8.50698069,0.017613,0.6392899999999999,1.9,0.0802,900.0,155.42,13.47,1,5822.0,4.428,-0.1,0.986,0.951
796,11600889,K01442.01,Kepler-407 b,0.669310092,0.010342,1.37509,1.13,0.0149,1983.0,3643.96,3.1933,1,5475.0,4.426,0.34,1.003,0.977
798,11043167,K01444.01,Kepler-852 b,44.9306706,0.019559,0.9855799999999999,2.49,0.2654,565.0,24.17,47.2,1,6121.0,4.397,0.36,1.164,1.233
799,8612847,K01264.01,Kepler-800 b,14.13175309,0.033654,0.38335,3.02,0.1106,675.0,49.18,15.94,1,5616.0,4.564,-0.16,0.822,0.907
801,8547140,K01266.01,Kepler-801 b,11.41926141,0.027481000000000002,1.5102,1.48,0.0795,419.0,7.32,21.83,1,3823.0,4.765,-0.2,0.492,0.513
805,4072526,K01329.01,Kepler-819 b,33.1996355,0.029606999999999998,2.41276,2.85,0.1894,485.0,13.09,52.0,1,5102.0,4.463,0.18,0.88,0.819
808,4455231,K01332.01,Kepler-288 c,19.30581662,0.024066999999999998,2.21548,4.0,0.1428,815.0,104.41,35.21,3,5661.0,4.09,0.16,1.522,1.04
812,9527915,K00165.01,Kepler-478 b,13.22175358,0.027249000000000002,4.04712,2.38,0.1032,640.0,39.56,33.4,1,5211.0,4.556,0.0,0.799,0.838
815,11336883,K01445.01,Kepler-853 b,7.16893064,0.010094,0.34348,1.61,0.0779,1187.0,469.56,9.77,3,6221.0,4.198,0.08,1.458,1.225
822,8564587,K01270.01,Kepler-57 b,5.729317577000001,0.028094,17.18007,2.41,0.06,850.0,123.03,31.0,2,5320.0,4.5889999999999995,-0.06,0.786,0.882
823,10925104,K00156.03,Kepler-114 d,11.776132317,0.035355000000000004,2.81699,2.08,0.0836,446.0,9.37,27.4,3,3980.0,4.7219999999999995,-0.2,0.54,0.56
824,8564587,K01270.02,Kepler-57 c,11.60908533,0.019868,8.98583,1.71,0.096,671.0,48.06,40.0,2,5320.0,4.5889999999999995,-0.06,0.786,0.882
827,8806072,K01273.01,Kepler-802 b,40.05881661,0.036180000000000004,0.49325,3.43,0.2265,489.0,13.57,34.7,1,5668.0,4.545,-0.02,0.868,0.963
828,4455231,K01332.02,Kepler-288 b,6.09747233,0.013336,1.32778,2.22,0.0662,1197.0,485.84,13.768,3,5661.0,4.09,0.16,1.522,1.04
829,4455231,K01332.03,Kepler-288 d,56.637918,0.022163,1.90042,3.68,0.2926,570.0,24.87,68.6,3,5661.0,4.09,0.16,1.522,1.04
832,8972058,K00159.01,Kepler-115 c,8.99088621,0.021706,0.30277,2.78,0.0856,960.0,200.35,10.9,2,5881.0,4.315,0.07,1.171,1.032
842,7832356,K01456.01,Kepler-855 b,7.886632467999999,0.07252,0.57917,8.99,0.0762,996.0,232.07,12.3949,1,5847.0,4.303999999999999,-0.12,1.135,0.946
843,9643874,K01457.01,Kepler-856 b,8.027681122999999,0.087025,2.07468,8.43,0.0787,824.0,109.35,19.19,1,5569.0,4.546,0.21,0.887,1.009
844,8800954,K01274.01,Kepler-421 b,704.962626,0.050753,0.24101,4.53,1.4108,178.0,0.24,185.0,1,5305.0,4.489,-0.26,0.818,0.753
845,8583696,K01275.01,Kepler-803 b,50.28635977,0.030461000000000002,1.8368,3.88,0.2678,543.0,20.59,62.62,1,5900.0,4.309,0.0,1.167,1.012
849,4155328,K01335.01,Kepler-820 b,127.8334997,0.039937,0.71826,9.46,0.5829,554.0,22.21,85.3,1,6505.0,3.9730000000000003,0.36,2.17,1.613
850,4077526,K01336.01,Kepler-58 b,10.21864532,0.019663,1.2684,2.33,0.0927,920.0,169.13,19.13,4,6100.0,4.376,-0.12,1.083,1.017
851,4077526,K01336.02,Kepler-58 c,15.573637,0.02484,0.054720000000000005,2.94,0.1228,799.0,96.38,8.89,4,6100.0,4.376,-0.12,1.083,1.017
852,4077526,K01336.03,Kepler-58 d,40.1015561,0.024714,0.38042,2.92,0.2307,583.0,27.31,31.9,4,6100.0,4.376,-0.12,1.083,1.017
856,2441495,K00166.01,Kepler-479 b,12.49340725,0.025332,5.32867,2.2,0.0994,649.0,42.08,35.3,1,5207.0,4.561,0.0,0.795,0.84
857,9455556,K01396.01,Kepler-294 c,6.62643441,0.025799000000000002,1.8555599999999999,2.54,0.0692,895.0,151.59,16.27,2,5616.0,4.529,0.16,0.903,1.006
858,9455556,K01396.02,Kepler-294 b,3.70122061,0.016399,1.9560400000000002,1.62,0.0469,1087.0,330.02,11.23,2,5616.0,4.529,0.16,0.903,1.006
860,3732821,K01207.01,Kepler-790 b,13.73474071,0.032175999999999996,0.41658,2.71,0.101,634.0,38.11,16.08,1,5196.0,4.524,-0.3,0.772,0.726
863,3962357,K01210.01,Kepler-791 b,14.55387488,0.020953,0.01771,3.45,0.1256,939.0,183.48,5.83,1,6143.0,4.177,0.14,1.507,1.246
865,8394721,K00152.04,Kepler-79 e,81.0637895,0.020793,14.84249,3.01,0.379,511.0,16.12,172.8,4,6198.0,4.237,-0.04,1.324,1.101
866,8609450,K01278.01,Kepler-282 d,24.8056775,0.022674,0.9634299999999999,2.16,0.154,588.0,28.22,31.527,5,5600.0,4.455,-0.36,0.872,0.793
867,6541920,K00157.01,Kepler-11 c,13.02493307,0.025235,1.2411299999999998,2.88,0.1055,786.0,90.1,22.327,6,5657.0,4.364,0.0,1.046,0.921
868,8609450,K01278.02,Kepler-282 e,44.3471936,0.025731999999999998,1.36005,2.45,0.2269,484.0,13.0,52.1,5,5600.0,4.455,-0.36,0.872,0.793
869,8609450,K01278.03,Kepler-282 b,9.2207691,0.010738,0.6798,1.02,0.0796,817.0,105.63,14.511,5,5600.0,4.455,-0.36,0.872,0.793
870,8609450,K01278.04,Kepler-282 c,13.6396648,0.011585999999999999,0.73488,1.1,0.1034,717.0,62.6,19.33,5,5600.0,4.455,-0.36,0.872,0.793
871,4243911,K01337.01,Kepler-821 b,1.922799706,0.014398,2.6452,1.28,0.029,1215.0,514.44,8.026,1,5194.0,4.559,0.14,0.815,0.879
872,5177104,K01603.01,Kepler-904 b,3.02168007,0.012175,0.97869,1.31,0.0417,1332.0,744.35,7.79,1,6201.0,4.4719999999999995,-0.2,0.989,1.058
873,4466677,K01338.01,Kepler-822 b,3.222975318,0.014062,0.9675799999999999,1.47,0.0412,1239.0,558.65,8.1,3,5823.0,4.427,-0.24,0.96,0.899
876,4135665,K01339.01,Kepler-823 b,4.16811839,0.015888,0.6201399999999999,2.28,0.0507,1277.0,628.73,8.29,1,5689.0,4.202,0.14,1.313,1.0
881,9034103,K01402.01,Kepler-832 b,7.13969705,0.020664,1.0168,2.24,0.075,965.0,205.23,13.99,1,6014.0,4.486000000000001,0.07,0.993,1.101
882,9214942,K01403.01,Kepler-833 b,18.75470238,0.028262,6.1548300000000005,1.67,0.1139,382.0,5.03,48.55,1,3976.0,4.721,-0.2,0.54,0.559
885,3749134,K01212.01,Kepler-792 b,11.30123036,0.015086000000000002,1.50389,1.85,0.0988,852.0,124.42,21.65,1,5730.0,4.34,0.16,1.122,1.005
887,3660924,K01214.01,Kepler-793 b,4.24153629,0.012577,1.2876100000000001,1.44,0.0491,1177.0,452.95,10.7,1,5776.0,4.34,-0.24,1.047,0.875
888,3939150,K01215.01,Kepler-277 b,17.32419108,0.0155,0.08469,3.14,0.1385,964.0,204.1,11.03,2,5968.0,3.972,0.04,1.857,1.179
889,8628758,K01279.01,Kepler-804 b,14.37457572,0.016643,1.15872,1.94,0.1137,779.0,87.24,23.3,2,5768.0,4.3580000000000005,-0.04,1.067,0.946
890,8628758,K01279.02,Kepler-804 c,9.65188331,0.009238,1.03417,1.08,0.0872,890.0,148.32,17.2,2,5768.0,4.3580000000000005,-0.04,1.067,0.946
893,8822366,K01282.01,Kepler-805 b,30.8639476,0.017519,0.03676,3.01,0.1978,743.0,72.05,12.28,1,5977.0,4.08,-0.04,1.571,1.081
894,8972058,K00159.02,Kepler-115 b,2.403640701,0.009670999999999999,0.5729,1.24,0.0355,1489.0,1164.85,5.59,2,5881.0,4.315,0.07,1.171,1.032
896,4650674,K01341.01,Kepler-824 b,4.51436096,0.013852000000000001,1.43366,1.84,0.055,1231.0,543.73,11.56,1,5940.0,4.306,0.12,1.215,1.091
897,4275721,K01342.01,Kepler-825 b,3.77359871,0.012228,1.63287,1.29,0.0453,1270.0,614.52,10.712,2,6224.0,4.404,-0.72,0.969,0.868
898,4275721,K01342.02,Kepler-825 c,8.18182189,0.016756,2.19654,1.77,0.0759,981.0,218.9,19.81,2,6224.0,4.404,-0.72,0.969,0.868
899,8874090,K01404.01,Kepler-834 b,13.32389352,0.025595,3.6022199999999995,1.26,0.0862,378.0,4.83,32.33,2,3751.0,4.813,-0.24,0.45,0.479
900,11666881,K00167.01,Kepler-480 b,4.919584997,0.019011,0.54735,2.86,0.0605,1312.0,702.13,8.88,1,6236.0,4.246,0.12,1.378,1.224
901,9264949,K01405.01,Kepler-835 b,11.41911886,0.025962,0.04542,3.32,0.107,921.0,170.33,6.79,1,6311.0,4.398,0.21,1.172,1.253
902,9271752,K01406.01,Kepler-836 b,11.36113254,0.023554,0.47666000000000003,2.6,0.1013,869.0,134.97,14.82,1,6244.0,4.46,-0.2,1.009,1.069
905,3939150,K01215.02,Kepler-277 c,33.0063185,0.015447999999999998,0.63651,3.13,0.2129,778.0,86.38,33.22,2,5968.0,3.972,0.04,1.857,1.179
906,3839488,K01216.01,Kepler-794 b,11.13127159,0.013138,1.2847899999999999,2.06,0.1036,952.0,194.31,20.34,1,5800.0,4.202,0.4,1.435,1.195
908,3442055,K01218.01,Kepler-795 b,29.6193891,0.016028,2.1417900000000003,1.74,0.1817,580.0,26.79,46.31,1,5618.0,4.401,0.0,0.996,0.911
910,12252424,K00153.01,Kepler-113 c,8.925079516,0.031127999999999996,1.46032,2.36,0.0763,628.0,36.89,18.32,2,4728.0,4.628,0.04,0.693,0.768
911,8700771,K01283.01,Kepler-806 b,8.0922105,0.009433,0.01516,1.44,0.0764,1089.0,331.65,3.74,1,5774.0,4.106,-0.26,1.395,0.907
913,6541920,K00157.02,Kepler-11 d,22.687155,0.028022000000000002,1.25461,3.2,0.1528,653.0,42.95,32.439,6,5657.0,4.364,0.0,1.046,0.921
917,4136466,K01344.01,Kepler-826 b,4.48758768,0.009999,1.01748,1.37,0.0528,1305.0,684.07,10.27,1,6060.0,4.227,-0.26,1.257,0.972
922,9391208,K01409.01,Kepler-837 b,16.56062577,0.031445,0.42178999999999994,2.94,0.1144,701.0,57.28,18.29,1,5818.0,4.436,-0.82,0.855,0.727
923,9391506,K01410.01,Kepler-838 b,15.74958583,0.024707,0.677,2.77,0.1266,777.0,86.18,20.7,1,6191.0,4.454,-0.1,1.025,1.088
924,8950853,K01412.01,Kepler-839 b,37.8145252,0.021172,0.07962999999999999,3.04,0.2341,626.0,36.25,18.19,1,5988.0,4.2780000000000005,0.34,1.314,1.196
925,9006449,K01413.01,Kepler-295 b,12.64504291,0.016062,0.01018,1.55,0.0987,741.0,71.28,4.41,3,5607.0,4.447,-0.34,0.886,0.8
926,9006449,K01413.02,Kepler-295 c,21.5262958,0.014029,0.07303,1.36,0.1408,621.0,35.03,12.14,3,5607.0,4.447,-0.34,0.886,0.8
927,9006449,K01413.03,Kepler-295 d,33.8845825,0.017958000000000002,0.03922,1.74,0.1905,533.0,19.13,13.35,3,5607.0,4.447,-0.34,0.886,0.8
928,4043190,K01220.01,Kepler-796 b,6.40087137,0.012298,0.49446,1.91,0.0662,1109.0,357.44,10.23,1,5426.0,4.107,0.16,1.421,0.943
929,3640905,K01221.01,Kepler-278 b,30.1599411,0.013612,0.12435,4.54,0.213,836.0,115.69,18.15,2,5010.0,3.62,0.24,3.051,1.414
930,3640905,K01221.02,Kepler-278 c,51.0771048,0.010971,0.20697,3.66,0.3027,702.0,57.28,30.56,2,5010.0,3.62,0.24,3.051,1.414
934,10790387,K01288.01,Kepler-807 b,117.93110803,0.088538,3.54676,10.36,0.4884,418.0,7.2,137.6,1,6392.0,4.425,-0.2,1.072,1.116
944,7303287,K01353.01,Kepler-289 c,125.86540191,0.101632,1.9102599999999998,12.37,0.4913,394.0,5.71,116.95,3,5933.0,4.342,-0.06,1.115,0.998
945,7303287,K01353.02,Kepler-289 b,34.5439452,0.021969,1.06197,2.67,0.2075,607.0,32.02,40.6,3,5933.0,4.342,-0.06,1.115,0.998
946,11512246,K00168.01,Kepler-23 c,10.74241765,0.018486000000000002,0.42988999999999994,3.06,0.0965,1008.0,243.94,13.790120000000002,3,5761.0,4.091,0.06,1.518,1.036
949,11517719,K01416.01,Kepler-840 b,2.495780169,0.14540699999999998,0.40804,15.75,0.0355,1408.0,929.47,5.122,1,6039.0,4.426,-0.28,0.992,0.959
956,12252424,K00153.02,Kepler-113 b,4.75400072,0.026463,1.15331,2.0,0.0502,775.0,85.23,11.13,2,4728.0,4.628,0.04,0.693,0.768
959,10874614,K00017.01,Kepler-6 b,3.234699282,0.09263300000000001,0.76885,13.06,0.0435,1356.0,797.62,7.52,1,5640.0,4.236000000000001,0.34,1.291,1.047
960,6541920,K00157.03,Kepler-11 e,31.99552485,0.036106,1.5875299999999999,4.12,0.1921,582.0,27.17,44.1,6,5657.0,4.364,0.0,1.046,0.921
964,7211141,K01355.01,Kepler-827 b,51.92920654,0.053923,2.78995,8.49,0.2742,574.0,25.6,73.5,1,5671.0,4.128,0.14,1.442,1.017
968,5084942,K00161.01,Kepler-475 b,3.105507835,0.030987999999999998,1.38116,2.68,0.0399,980.0,217.91,8.9,1,4989.0,4.585,0.3,0.791,0.878
972,11497958,K01422.01,Kepler-296 c,5.841636615,0.033032,8.25995,1.38,0.0465,446.0,9.38,24.61,5,3526.0,4.8660000000000005,-0.08,0.383,0.394
980,10604335,K01298.01,Kepler-283 b,11.00817635,0.033902999999999996,12.573039999999999,2.15,0.0816,488.0,13.39,43.185,2,4141.0,4.684,-0.2,0.582,0.596
981,10864656,K01299.01,Kepler-432 b,52.5008645,0.027341000000000004,0.14257999999999998,12.41,0.3035,812.0,102.94,27.49,1,4976.0,3.3310000000000004,-0.04,4.157,1.352
982,10975146,K01300.01,Kepler-808 b,0.63133171,0.020758000000000002,1.4529299999999998,1.2,0.0116,1322.0,726.72,3.13,1,4441.0,4.71,-0.98,0.53,0.526
983,10538176,K01301.01,Kepler-284 b,12.69905011,0.027241,1.93518,2.62,0.1019,686.0,52.55,25.5,2,5291.0,4.489,0.14,0.882,0.875
989,11497958,K01422.03,Kepler-296 b,10.8644095,0.027366,4.6936599999999995,1.14,0.0704,363.0,4.09,30.8,5,3526.0,4.8660000000000005,-0.08,0.383,0.394
990,11177707,K01423.01,Kepler-841 b,124.4197175,0.056842,24.05796,10.3,0.479,416.0,7.07,270.02,1,5066.0,3.9739999999999998,0.22,1.659,0.945
991,11611600,K01424.01,Kepler-842 b,1.219568047,0.01975,2.8515900000000003,1.51,0.0204,1252.0,578.96,6.075,1,4838.0,4.625,-0.04,0.701,0.778
992,11254382,K01425.01,Kepler-843 b,2.05388477,0.021331,1.63786,2.74,0.0313,1523.0,1271.11,7.15,1,5632.0,4.282,0.14,1.176,0.965
993,11122894,K01426.01,Kepler-297 b,38.86848956,0.028725999999999998,1.60443,2.81,0.2125,509.0,15.89,50.414,3,5618.0,4.46,-0.22,0.897,0.846
994,6677841,K01236.01,Kepler-279 c,35.7353616,0.029539,0.07669,5.47,0.2236,774.0,84.66,17.3,4,6366.0,4.045,-0.2,1.697,1.164
995,6677841,K01236.02,Kepler-279 b,12.30971679,0.020619,0.06379,3.82,0.1099,1104.0,350.46,7.99,4,6366.0,4.045,-0.2,1.697,1.164
996,6677841,K01236.03,Kepler-279 d,54.4205407,0.027452999999999998,0.05127,3.2,0.2901,574.0,25.6,20.02,4,6781.0,4.422,-0.58,1.067,1.097
999,6383821,K01238.01,Kepler-797 b,27.07237655,0.020659,0.72049,2.18,0.181,605.0,31.58,30.33,1,5936.0,4.501,0.07,0.965,1.075
1000,10538176,K01301.02,Kepler-284 c,37.5142128,0.027815,1.8808200000000002,2.68,0.2099,478.0,12.38,51.9,2,5291.0,4.489,0.14,0.882,0.875
1001,10724369,K01302.01,Kepler-809 b,55.6391882,0.029802999999999996,0.30567,3.13,0.2901,478.0,12.33,36.8,1,5949.0,4.493,0.0,0.962,1.05
1002,6541920,K00157.04,Kepler-11 f,46.6856205,0.022055,1.5108700000000002,2.52,0.2472,513.0,16.41,55.84,6,5657.0,4.364,0.0,1.046,0.921
1004,10744335,K01304.01,Kepler-810 b,4.59726613,0.016166999999999997,1.6550799999999999,1.69,0.055,1105.0,352.4,12.27,1,5999.0,4.494,-0.06,0.959,1.045
1009,8230616,K01713.02,Kepler-316 b,2.240486703,0.019474,5.2205699999999995,1.22,0.0281,837.0,115.98,11.15,2,4198.0,4.689,-0.32,0.574,0.587
1011,9838949,K01716.01,Kepler-935 b,4.88084456,0.016458,2.40036,1.55,0.0527,879.0,141.0,14.46,1,4929.0,4.481,0.36,0.861,0.817
1012,9895006,K01717.01,Kepler-936 b,10.56137217,0.018973,0.09679,2.43,0.0954,867.0,133.56,8.29,1,5610.0,4.316,0.38,1.171,1.034
1013,9896558,K01718.01,Kepler-937 b,67.6690554,0.028763999999999998,0.58948,3.39,0.3214,495.0,14.24,52.3,2,6127.0,4.356,-0.3,1.08,0.964
1014,9589323,K01488.01,Kepler-861 b,3.949627144,0.025401,9.65223,2.32,0.0463,966.0,206.05,19.966,1,5155.0,4.523,0.14,0.836,0.849
1017,9726659,K01491.01,Kepler-862 b,3.148661555,0.022587,1.23727,2.15,0.039,1097.0,342.76,8.66,1,5258.0,4.458,-0.04,0.873,0.797
1019,5371776,K01557.01,Kepler-304 b,3.295701024,0.037295999999999996,4.60524,2.81,0.0392,875.0,138.38,13.83,4,4723.0,4.628,0.02,0.691,0.76
1020,5371776,K01557.02,Kepler-304 d,9.65349016,0.031945999999999995,3.54622,2.41,0.0803,611.0,32.98,25.95,4,4723.0,4.628,0.02,0.691,0.76
1021,5371776,K01557.03,Kepler-304 c,5.315954488,0.030923000000000003,13.08182,2.33,0.0539,746.0,73.19,26.9,4,4723.0,4.628,0.02,0.691,0.76
1022,9573539,K00180.01,Kepler-484 b,10.04556377,0.023478,2.74514,2.19,0.0896,766.0,81.61,24.47,1,5632.0,4.553999999999999,-0.04,0.853,0.952
